Storage Location,Storage Type,Storage Bin,Material,Material Description,Available stock,Storage Unit,Volume,Volume unit,Weight,Weight unit,Plant,Stock Category,Pick quantity,Storage Unit Type,Quant,Duration,GR Date
0001,ST1,N06-04-B,CF03501GRN,PIPA GRANITE W/BASE,12,7019600035,72.468,FT3,170.400,KG,3510,,0,PAL,1001243725,42,8/27/2020
,ST1,N07-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
,ST1,N07-03-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,N07-04-A,CS05103CVR,RAVA CAVIAR,9,7019820034,63.882,FT3,146.520,KG,3510,,0,PAL,1001269570,17,9/21/2020
0001,ST1,N07-04-B,200066,NUNA CAR SEAT DISPLAY BENCH,4,7010890027,141.260,FT3,95.200,KG,3510,,0,PAL,1001112011,128,5/17/2019
0001,ST1,N08-03-A,CF03501GRN,PIPA GRANITE W/BASE,12,7019340027,72.468,FT3,170.400,KG,3510,,0,PAL,1001209841,56,8/13/2020
,ST1,N08-03-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,N08-04-A,CF03501GRN,PIPA GRANITE W/BASE,12,7019600002,72.468,FT3,170.400,KG,3510,,0,PAL,1001243723,42,8/27/2020
0001,ST1,N08-04-B,CS09300LAK,EXEC LAKE W/SLIP COVER&2ND INSERT,9,7019380006,69.282,FT3,152.550,KG,3510,,0,PAL,1001209820,56,8/13/2020
,ST1,N09-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,N09-03-B,CF03501FRT,PIPA FROST W/BASE,12,7019720021,72.468,FT3,170.400,KG,3510,,0,PAL,1001261661,27,9/11/2020
0001,ST1,N09-04-A,CS09300LAK,EXEC LAKE W/SLIP COVER&2ND INSERT,9,7019380004,69.282,FT3,152.550,KG,3510,,0,PAL,1001209795,56,8/13/2020
0001,ST1,N09-04-B,CS09300LAK,EXEC LAKE W/SLIP COVER&2ND INSERT,9,7019380035,69.282,FT3,152.550,KG,3510,,0,PAL,1001209792,56,8/13/2020
,ST1,N10-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,N10-03-B,CS05103CVR,RAVA CAVIAR,9,7019820019,63.882,FT3,146.520,KG,3510,,0,PAL,1001269573,17,9/21/2020
,ST1,N10-04-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,N10-04-B,CF03501GRN,PIPA GRANITE W/BASE,12,7019600001,72.468,FT3,170.400,KG,3510,,0,PAL,1001243724,42,8/27/2020
0001,ST1,N11-03-A,CF03501GRN,PIPA GRANITE W/BASE,12,7019340028,72.468,FT3,170.400,KG,3510,,0,PAL,1001209835,56,8/13/2020
0001,ST1,N11-03-B,AD-08-001,UPPA ADAPTER,110,7019070015,66.330,FT3,30.580,KG,3510,,0,PAL,1001189877,69,7/31/2020
0001,ST1,N11-04-A,AC08104THR,DEMI GROW SIBLING SEAT THREADED W/RC,18,7011090023,62.298,FT3,122.040,KG,3510,,0,PAL,1000717768,485,6/3/2019
0001,ST1,N11-04-B,CF03501GRN,PIPA GRANITE W/BASE,12,7019580004,72.468,FT3,170.400,KG,3510,,0,PAL,1001243708,42,8/27/2020
0001,ST1,N12-03-A,Z1ST13412TIM-CP,MIXX NEXT CANOPY&BOW ASSEMBLY TIMBER,10,7019840034,353.150,FT3,0,KG,3510,,0,PAL,1001280955,8,9/22/2020
0001,ST1,N12-03-A,Z1ST13412TIM-HC,MIXX NEXT HARNESS COVERS 3PCS TIMBER,10,7019840034,353.150,FT3,0,KG,3510,,0,PAL,1001280956,8,9/22/2020
0001,ST1,N12-03-A,Z1ST13412TIM-SEAT,MIXX NEXT SEAT FR & SOFT GOOD TIMBER,15,7019840034,529.725,FT3,0,KG,3510,,0,PAL,1001280953,8,9/22/2020
0001,ST1,N12-03-A,Z1ST13412TIM-WS,MIXX NEXT SEAT INSERT TIMBER,15,7019840034,529.725,FT3,0,KG,3510,,0,PAL,1001280954,8,9/22/2020
0001,ST1,N12-03-B,CF03501GRN,PIPA GRANITE W/BASE,12,7019580009,72.468,FT3,170.400,KG,3510,,0,PAL,1001243726,42,8/27/2020
0001,ST1,N12-04-A,ST13404BKA,MIXX NEXT BKA W/RING ADAPTER,8,7018050032,0.568,FT3,147.840,KG,3510,,0,PAL,1001136223,113,6/17/2020
,ST1,N12-04-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,N13-03-A,AD-08-001,UPPA ADAPTER,110,7019170012,66.330,FT3,30.580,KG,3510,,0,PAL,1001196442,64,8/5/2020
0001,ST1,N13-03-B,ST10501HAP,MIXX BLEU W/RING ADAPTER,12,7014910035,69.924,FT3,215.280,KG,3510,,0,PAL,1001089465,147,11/7/2019
0001,ST1,N13-04-A,CF03501GRN,PIPA GRANITE W/BASE,12,7019600004,72.468,FT3,170.400,KG,3510,,0,PAL,1001243705,42,8/27/2020
0001,ST1,N13-04-B,CF03501FRT,PIPA FROST W/BASE,12,7019720018,72.468,FT3,170.400,KG,3510,,0,PAL,1001261646,27,9/11/2020
0001,ST1,N14-03-A,CF03501GRN,PIPA GRANITE W/BASE,12,7019580003,72.468,FT3,170.400,KG,3510,,0,PAL,1001243704,42,8/27/2020
0001,ST1,N14-03-B,AD-08-001,UPPA ADAPTER,110,7019170023,66.330,FT3,30.580,KG,3510,,0,PAL,1001196440,64,8/5/2020
0001,ST1,N14-04-A,ST09401FRT,PEPP NEXT FROST W/AD&SY,12,7017840027,65.172,FT3,149.760,KG,3510,,0,PAL,1001132091,114,6/16/2020
0001,ST1,N14-04-B,CF03501BIR,PIPA BIRCH W/BASE,12,7019730021,72.468,FT3,170.400,KG,3510,,0,PAL,1001261643,27,9/11/2020
0001,ST1,N15-03-A,AD-08-001,UPPA ADAPTER,110,7019170021,66.330,FT3,30.580,KG,3510,,0,PAL,1001196439,64,8/5/2020
0001,ST1,N15-03-B,CC09202THR,DEMI GROW BASSINET THREADED,17,7019660013,66.045,FT3,130.220,KG,3510,,0,PAL,1001256742,30,9/8/2020
0001,ST1,N15-04-A,CF03501FRT,PIPA FROST W/BASE,12,7019720017,72.468,FT3,170.400,KG,3510,,0,PAL,1001261640,27,9/11/2020
0001,ST1,N15-04-B,HC-10-015,ZAAZ JADE,12,7018780002,69.276,FT3,183.720,KG,3510,,0,PAL,1001172938,83,7/17/2020
0001,ST1,N16-03-A,ST10501HAP,MIXX BLEU W/RING ADAPTER,12,7014590032,69.924,FT3,215.280,KG,3510,,0,PAL,1001097026,141,11/7/2019
0001,ST1,N16-03-B,CS05103CVR,RAVA CAVIAR,9,7019820017,63.882,FT3,146.520,KG,3510,,0,PAL,1001269574,17,9/21/2020
0001,ST1,N16-04-A,CF03503ELL,PIPA ELLIS W/BASE&FT&RC,12,7018290016,73.884,FT3,177.600,KG,3510,,0,PAL,1001138968,111,6/19/2020
0001,ST1,N16-04-B,CS09300LAK,EXEC LAKE W/SLIP COVER&2ND INSERT,9,7019380010,69.282,FT3,152.550,KG,3510,,0,PAL,1001209791,56,8/13/2020
0001,ST1,N17-03-A,CF03501FRT,PIPA FROST W/BASE,12,7019720011,72.468,FT3,170.400,KG,3510,,0,PAL,1001261639,27,9/11/2020
0001,ST1,N17-03-B,Z1ST08101CVR-FR,DEMI GROW FRAME W/ BASKET CAVIAR,9,7019660022,317.835,FT3,9,KG,3510,,0,PAL,1001260132,28,9/8/2020
0001,ST1,N17-04-A,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019480012,72.468,FT3,172.800,KG,3510,,0,PAL,1001230322,48,8/20/2020
0001,ST1,N17-04-B,ST12001FRT,TRIV FROST W/AD&RC,12,7015700033,63.960,FT3,179.400,KG,3510,,0,PAL,1001096554,141,2/28/2020
0001,ST1,N18-03-A,Z1CF03501CVR-WB,PIPA CVR WEB BUNDL HC+INS+SEAT PD,60,7019660028,"2,118.900",FT3,0,KG,3510,,0,PAL,1001260138,28,9/8/2020
0001,ST1,N18-03-B,AD-08-001,UPPA ADAPTER,110,7019070011,66.330,FT3,30.580,KG,3510,,0,PAL,1001189848,69,7/31/2020
0001,ST1,N18-04-A,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7016820017,72.468,FT3,172.800,KG,3510,,0,PAL,1001096520,141,5/7/2020
0001,ST1,N18-04-B,CS09300LAK,EXEC LAKE W/SLIP COVER&2ND INSERT,9,7019380020,69.282,FT3,152.550,KG,3510,,0,PAL,1001209418,56,8/13/2020
0001,ST1,N19-03-A,Z1CF08500-FR,FR W/HARNESS & ALL WNG LBLS,10,7019660021,33.060,FT3,10,KG,3510,,0,PAL,1001260134,28,9/8/2020
0001,ST1,N19-03-B,Z1CF03501GRN-WB,PIPA GRN WEB BUNDL HC+INS+SEAT PD,70,7019660026,"2,472.050",FT3,0,KG,3510,,0,PAL,1001260131,28,9/8/2020
0001,ST1,N19-04-A,ST12001FRT,TRIV FROST W/AD&RC,12,7015120024,63.960,FT3,179.400,KG,3510,,0,PAL,1001096513,141,1/17/2020
0001,ST1,N19-04-B,CF03501GRN,PIPA GRANITE W/BASE,12,7019340022,72.468,FT3,170.400,KG,3510,,0,PAL,1001216895,55,8/13/2020
0001,ST1,N20-03-A,CS05103CVR,RAVA CAVIAR,9,7019860011,63.882,FT3,146.520,KG,3510,,0,PAL,1001273853,14,9/24/2020
0001,ST1,N20-03-B,Z1ST12001CVR-SEA,TRIV SEAT FRAME&SOFT GOOD&HARNESS-CAVIAR,14,7015470039,494.410,FT3,0,KG,3510,,0,PAL,1001004563,234,2/17/2020
0001,ST1,N20-04-A,Z1ST13403THR-ARM,MIXX NEXT STROLLER LEATHER ARMBAR,5,7018480034,176.575,FT3,0,KG,3510,,0,PAL,1001155751,99,7/1/2020
0001,ST1,N20-04-A,Z1ST13403THR-CP,MIXX NEXT CANOPY&BOW ASSEMBLY THREADED,5,7018480034,176.575,FT3,0,KG,3510,,0,PAL,1001155748,99,7/1/2020
0001,ST1,N20-04-A,Z1ST13403THR-FR,MIXX NEXT STROLLER FRAME THREADED,5,7018480034,176.575,FT3,0,KG,3510,,0,PAL,1001155750,99,7/1/2020
0001,ST1,N20-04-A,Z1ST13403THR-FWA,MIXX NEXT STROLLER FRONT WHEEL SET,4,7018480034,141.260,FT3,0,KG,3510,,0,PAL,1001155752,99,7/1/2020
0001,ST1,N20-04-A,Z1ST13403THR-HC,MIXX NEXT HARNESS COVERS 3PCS THREADED,5,7018480034,176.575,FT3,0,KG,3510,,0,PAL,1001155749,99,7/1/2020
0001,ST1,N20-04-A,Z1ST13403THR-IS,MIXX NEXT SEAT INSERT THREADED,5,7018480034,176.575,FT3,0,KG,3510,,0,PAL,1001155747,99,7/1/2020
0001,ST1,N20-04-A,Z1ST13403THR-RWA,MIXX NEXT STROLLER REAR WHEEL SET,5,7018480034,30.195,FT3,0,KG,3510,,0,PAL,1001155753,99,7/1/2020
0001,ST1,N20-04-A,Z1ST13403THR-SG,MIXX NEXT SEAT FR & SOFT GOOD THREADED,5,7018480034,176.575,FT3,0,KG,3510,,0,PAL,1001155746,99,7/1/2020
0001,ST1,N20-04-B,Z1CC09203OXF-CC,DEMI GROW BASSINET BOOT OXF,9,7018480033,317.835,FT3,0,KG,3510,,0,PAL,1001155744,99,7/1/2020
0001,ST1,N20-04-B,Z1CC09203OXF-FR,DEMI GROW BSNT FR W/ CANOPY & SOFT GOOD,4,7018480033,141.260,FT3,0,KG,3510,,0,PAL,1001155743,99,7/1/2020
0001,ST1,N20-04-B,Z1CC09203OXF-MT,DEMI GROW BSNT MATTRESS W/ LINER OXF,20,7018480033,706.300,FT3,0,KG,3510,,0,PAL,1001155745,99,7/1/2020
0001,ST1,N21-03-A,Z1ST08101CVR-FR,DEMI GROW FRAME W/ BASKET CAVIAR,5,7018290033,176.575,FT3,5,KG,3510,,0,PAL,1001142836,111,6/19/2020
0001,ST1,N21-03-B,Z1ST-10-FR,PEPP FRAME WITHOUT BASKET,4,7003610028,15.836,FT3,4,KG,3510,,0,PAL,1001004493,234,8/9/2017
0001,ST1,N21-04-A,ST10502OXF,MIXX 2019 OXFORD W/ RING ADAPTER,12,7016200014,69.912,FT3,217.800,KG,3510,,0,PAL,1001051515,182,4/7/2020
0001,ST1,N21-04-B,ST10502OXF,MIXX 2019 OXFORD W/ RING ADAPTER,12,7016200015,69.912,FT3,217.800,KG,3510,,0,PAL,1001051511,182,4/7/2020
0001,ST1,N22-03-A,Z1ST10508THR-RSA,MIXX STROLLER RING ADAPTER THR,49,7013760006,"1,730.435",FT3,0,KG,3510,,0,PAL,1000977533,260,1/17/2020
0001,ST1,N22-03-B,Z1STC-43-100-BBC,MIXX2 BASSINET BOOT COVER SUITED,8,7002980024,282.520,FT3,0,KG,3510,,0,PAL,1001072276,162,5/25/2017
0001,ST1,N22-03-B,Z1STC-43-100-BFR,MIXX2 BASSINET FRAME SUITED,10,7002980024,13.020,FT3,10,KG,3510,,0,PAL,1001072274,162,5/25/2017
0001,ST1,N22-03-B,Z1STC-43-100-FT,MIXX2 FOOTMUFF SUITED,10,7002980024,353.150,FT3,0,KG,3510,,0,PAL,1001072273,162,5/25/2017
0001,ST1,N22-03-B,Z1STC-43-100-FWA,MIXX2 FRONT WHEEL SET SUITED (2),12,7002980024,423.780,FT3,12,KG,3510,,0,PAL,1001072272,162,5/25/2017
0001,ST1,N22-03-B,Z1STC-43-100-HC,MIXX2 HARNESS & CROTCH COVER SUITED,7,7002980024,247.205,FT3,7,KG,3510,,0,PAL,1001072275,162,5/25/2017
0001,ST1,N22-03-B,Z1STC-43-100-RW,MIXX2 REAR WHEEL SET SUITED (2),9,7002980024,317.835,FT3,9,KG,3510,,0,PAL,1001072270,162,5/25/2017
0001,ST1,N22-03-B,Z1STC-43-100-SEA,MIXX2 SEAT SOFT GOODS SUITED,7,7002980024,0,FT3,7,KG,3510,,0,PAL,1001072277,162,5/25/2017
0001,ST1,N22-03-B,Z1STC-43-100-SEAT,MIXX2 SEAT FRAME SUITED,6,7002980024,211.890,FT3,6,KG,3510,,0,PAL,1001072271,162,5/25/2017
0001,ST1,N22-04-A,CS09300LAK,EXEC LAKE W/SLIP COVER&2ND INSERT,9,7019380026,69.282,FT3,152.550,KG,3510,,0,PAL,1001209421,56,8/13/2020
0001,ST1,N22-04-B,CS05103FRT,RAVA FROST,9,7019930008,63.882,FT3,146.520,KG,3510,,0,PAL,1001275607,13,9/25/2020
0001,ST1,N23-03-A,Z1CF08508600-FR,PLR FR W/HARNESS & ALL WNG LABELS,18,7017690033,635.670,FT3,0,KG,3510,,0,PAL,1001127573,118,6/5/2020
0001,ST1,N23-03-B,Z1CS05105BAC-IS,RAVA INSRT/WDGE &HEAD SUPRT BAC  PRINT,50,7015330040,"1,765.750",FT3,0,KG,3510,,0,PAL,1000997919,241,2/6/2020
,ST1,N23-04-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,N23-04-B,TB-20-001,WHEELED TRAVEL BAG,20,7016640033,62.220,FT3,144.800,KG,3510,,0,PAL,1001067398,167,4/24/2020
0001,ST1,N24-03-A,Z1CF11900BLK-FR,BGB TURTLE NUNA FRAME W/HARNESS&LABEL,8,7008070001,282.520,FT3,0,KG,3510,,0,PAL,1001067407,167,7/26/2019
0001,ST1,N24-03-B,Z1CF-02-100-FR,PIPA FRAME W/HARNESS & WARNING LABEL SUT,7,7006420012,23.142,FT3,0,KG,3510,,0,PAL,1001070369,164,6/7/2018
0001,ST1,N24-04-A,ST12001FRT,TRIV FROST W/AD&RC,12,7015120027,63.960,FT3,179.400,KG,3510,,0,PAL,1001097979,140,1/17/2020
0001,ST1,N24-04-B,Z1CF08508600-CM,PIPA LITE R CANOPY MOUNTS,10,7017690034,353.150,FT3,0,KG,3510,,0,PAL,1001134095,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600-FR,PLR FR W/HARNESS & ALL WNG LABELS,6,7017690034,211.890,FT3,0,KG,3510,,0,PAL,1001134090,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600CVR-CP,PIPA LITE R CANOPY + BOW CAVIAR,7,7017690034,247.205,FT3,0,KG,3510,,0,PAL,1001134091,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600CVR-HC,PLR HARNESS COVERS CAVIAR,19,7017690034,670.985,FT3,0,KG,3510,,0,PAL,1001134093,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600CVR-IS,PLR INSERT PILLOW&HEAD SUPPORT CAVIAR,9,7017690034,317.835,FT3,0,KG,3510,,0,PAL,1001134088,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600CVR-SG,PIPA LITE R SEAT PAD CAVIAR,9,7017690034,317.835,FT3,0,KG,3510,,0,PAL,1001134086,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600GRN-CP,PIPA LITE R CANOPY + BOW GRANITE,3,7017690034,105.945,FT3,0,KG,3510,,0,PAL,1001134092,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600GRN-HC,PLR HARNESS COVERS GRANITE,20,7017690034,706.300,FT3,0,KG,3510,,0,PAL,1001134094,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600GRN-IS,PLR INSERT PILLOW&HEAD SUPPORT GRANITE,10,7017690034,353.150,FT3,0,KG,3510,,0,PAL,1001134089,114,6/5/2020
0001,ST1,N24-04-B,Z1CF08508600GRN-SG,PIPA LITE R SEAT PAD GRANITE,10,7017690034,353.150,FT3,0,KG,3510,,0,PAL,1001134087,114,6/5/2020
0001,ST1,N25-03-A,Z1ST08101CVR-FR,DEMI GROW FRAME W/ BASKET CAVIAR,12,7018290035,423.780,FT3,12,KG,3510,,0,PAL,1001142838,111,6/19/2020
0001,ST1,N25-03-B,Z1ST13404-ARM,MIXX NEXT STROLLER LEATHER ARMBAR,5,7018290032,176.575,FT3,0,KG,3510,,0,PAL,1001142841,111,6/19/2020
0001,ST1,N25-03-B,Z1ST13404-FR,MIXX NEXT STROLLER FRAME BLACK,5,7018290032,176.575,FT3,0,KG,3510,,0,PAL,1001142840,111,6/19/2020
0001,ST1,N25-03-B,Z1ST13404BKA-CP,MIXX NEXT CANOPY&BOW ASSEMBLY  BKA,10,7018290032,353.150,FT3,0,KG,3510,,0,PAL,1001142842,111,6/19/2020
0001,ST1,N25-03-B,Z1ST13404BKA-HC,MIXX NEXT HARNESS COVERS 3PCS BKA,15,7018290032,529.725,FT3,0,KG,3510,,0,PAL,1001142843,111,6/19/2020
0001,ST1,N25-03-B,Z1ST13404BKA-IS,MIXX NEXT SEAT INSERT BKA,10,7018290032,353.150,FT3,0,KG,3510,,0,PAL,1001142844,111,6/19/2020
0001,ST1,N25-03-B,Z1ST13404BKA-SG,MIXX NEXT SEAT FR & SOFT GOOD BKA,10,7018290032,353.150,FT3,0,KG,3510,,0,PAL,1001142845,111,6/19/2020
0001,ST1,N25-04-A,CS09300GRN,EXEC GRANITE W/SLIP COVER&2ND INSERT,9,7017090033,69.282,FT3,152.550,KG,3510,,0,PAL,1001109968,129,5/14/2020
0001,ST1,N25-04-B,ST10501HCV,MIXX VERONA W/RING ADAPTER,12,7014310035,69.924,FT3,215.280,KG,3510,,0,PAL,1001099417,139,11/6/2019
0001,ST1,N26-03-A,Z1ST08101CVR-FR,DEMI GROW FRAME W/ BASKET CAVIAR,12,7018290034,423.780,FT3,12,KG,3510,,0,PAL,1001142839,111,6/19/2020
0001,ST1,N26-03-B,Z1TC-10-001-CB,SENA MINI  NIGHT CARRY BAG,4,7000430029,0.448,FT3,4,KG,3510,,0,PAL,1001072265,162,1/19/2017
0001,ST1,N26-03-B,Z1TC-10-001-MT,MATTRESS,6,7000430029,2.868,FT3,6,KG,3510,,0,PAL,1001072268,162,8/3/2016
0001,ST1,N26-03-B,Z1TC-10-001-NET,SENA MINI BASSINET NIGHT,1,7000430029,0.081,FT3,0.230,KG,3510,,0,PAL,1001072267,162,9/22/2016
0001,ST1,N26-03-B,Z1TC-10-006-MT,SENA MINI  GREY MATRESS,6,7000430029,2.292,FT3,6,KG,3510,,0,PAL,1001072269,162,8/3/2016
0001,ST1,N26-03-B,Z1TC-10-006-NET,SENA MINI  GREY BASSINET,4,7000430029,0.360,FT3,4,KG,3510,,0,PAL,1001072266,162,8/3/2016
0001,ST1,N26-04-A,Z1CF03501GRN-WB,PIPA GRN WEB BUNDL HC+INS+SEAT PD,80,7019660025,"2,825.200",FT3,0,KG,3510,,0,PAL,1001260129,28,9/8/2020
0001,ST1,N26-04-B,CS05103CVR,RAVA CAVIAR,9,7019860009,63.882,FT3,146.520,KG,3510,,0,PAL,1001273465,14,9/24/2020
0001,ST1,N27-03-A,CF08508600GRN,PIPA LITE R GRANITE W/BASE,12,7019460001,72.468,FT3,172.800,KG,3510,,0,PAL,1001222608,50,8/19/2020
0001,ST1,N27-03-B,Z1CF03501CVR-WB,PIPA CVR WEB BUNDL HC+INS+SEAT PD,60,7019660027,"2,118.900",FT3,0,KG,3510,,0,PAL,1001260127,28,9/8/2020
0001,ST1,N27-04-A,Z1CF03501CVR-WB,PIPA CVR WEB BUNDL HC+INS+SEAT PD,80,7019660029,"2,825.200",FT3,0,KG,3510,,0,PAL,1001260128,28,9/8/2020
0001,ST1,N27-04-B,CF12508600CVR,PIPA RX CAVIAR W/BASE,12,7018680020,72.468,FT3,181.200,KG,3510,,0,PAL,1001163804,91,7/8/2020
0001,ST1,N28-03-A,Z1ST12001-RSA,TRIV STROLLER RING ADAPTER,35,7014720018,"1,236.025",FT3,0,KG,3510,,0,PAL,1000941157,297,12/11/2019
0001,ST1,N28-03-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019490027,72.468,FT3,172.800,KG,3510,,0,PAL,1001226583,49,8/20/2020
0001,ST1,N28-04-A,ST13411GRN,MIXX NEXT GRANITE W/RING ADAPTER,12,7018960005,61.872,FT3,225.360,KG,3510,,0,PAL,1001182130,76,7/24/2020
0001,ST1,N28-04-B,CF08501CVR,PIPA LITE LX CAVIAR W/BASE&2ND INSERT,12,7019210009,67.380,FT3,166.080,KG,3510,,0,PAL,1001197553,63,8/6/2020
0001,ST1,N29-03-A,CF03501FRT,PIPA FROST W/BASE,10,7019720036,60.390,FT3,142,KG,3510,,0,PAL,1001261608,27,9/11/2020
0001,ST1,N29-03-B,Z1ST08101ASP-FR,DEMI GROW FRAME W/ BASKET ASPEN,4,7019660024,141.260,FT3,4,KG,3510,,0,PAL,1001260126,28,9/8/2020
0001,ST1,N29-04-A,CF03501GRN,PIPA GRANITE W/BASE,12,7019600034,72.468,FT3,170.400,KG,3510,,0,PAL,1001243203,42,8/27/2020
0001,ST1,N29-04-B,CF12508600CVR,PIPA RX CAVIAR W/BASE,12,7017930017,72.468,FT3,181.200,KG,3510,,0,PAL,1001134866,113,6/17/2020
0001,ST1,N30-03-A,CF08501CVR,PIPA LITE LX CAVIAR W/BASE&2ND INSERT,12,7019510003,67.380,FT3,166.080,KG,3510,,0,PAL,1001226575,49,8/20/2020
0001,ST1,N30-03-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7016820033,72.468,FT3,172.800,KG,3510,,0,PAL,1001122665,120,5/7/2020
0001,ST1,N30-04-A,ST13411GRN,MIXX NEXT GRANITE W/RING ADAPTER,12,7018960011,61.872,FT3,225.360,KG,3510,,0,PAL,1001181927,76,7/24/2020
0001,ST1,N30-04-B,CF08501CVR,PIPA LITE LX CAVIAR W/BASE&2ND INSERT,12,7019510004,67.380,FT3,166.080,KG,3510,,0,PAL,1001226573,49,8/20/2020
0001,ST1,N31-03-A,CF03501GRN,PIPA GRANITE W/BASE,12,7018760009,72.468,FT3,170.400,KG,3510,,0,PAL,1001173035,83,7/17/2020
0001,ST1,N31-03-B,CF03501GRN,PIPA GRANITE W/BASE,12,7018760001,72.468,FT3,170.400,KG,3510,,0,PAL,1001173003,83,7/17/2020
0001,ST1,N31-04-A,CF12508600CVR,PIPA RX CAVIAR W/BASE,12,7018040010,72.468,FT3,181.200,KG,3510,,0,PAL,1001136438,113,6/17/2020
0001,ST1,N31-04-B,CF12508600CVR,PIPA RX CAVIAR W/BASE,12,7017930024,72.468,FT3,181.200,KG,3510,,0,PAL,1001134863,113,6/17/2020
0001,ST1,N32-03-A,ST10501HCV,MIXX VERONA W/RING ADAPTER,12,7014590037,69.924,FT3,215.280,KG,3510,,0,PAL,1001153976,100,11/6/2019
0001,ST1,N32-03-B,ST12001FRT,TRIV FROST W/AD&RC,12,7015120038,63.960,FT3,179.400,KG,3510,,0,PAL,1000972097,265,1/17/2020
0001,ST1,N32-04-A,ST10501HAP,MIXX BLEU W/RING ADAPTER,12,7013880017,69.924,FT3,215.280,KG,3510,,0,PAL,1001109079,129,11/7/2019
0001,ST1,N32-04-B,CF08500GRN,PIPA LITE GRANITE W/BASE&2ND INSERT,10,7018800034,60.390,FT3,134.500,KG,3510,,0,PAL,1001172562,83,7/17/2020
0001,ST1,N33-03-A,ST10501HAP,MIXX BLEU W/RING ADAPTER,12,7014450030,69.924,FT3,215.280,KG,3510,,0,PAL,1001153936,100,11/7/2019
0001,ST1,N33-03-B,CF03501BIR,PIPA BIRCH W/BASE,12,7019690001,72.468,FT3,170.400,KG,3510,,0,PAL,1001260522,28,9/10/2020
0001,ST1,N33-04-A,ST09401FRT,PEPP NEXT FROST W/AD&SY,12,7017840026,65.172,FT3,149.760,KG,3510,,0,PAL,1001133687,114,6/16/2020
0001,ST1,N33-04-B,CF12508600CVR,PIPA RX CAVIAR W/BASE,12,7017930022,72.468,FT3,181.200,KG,3510,,0,PAL,1001134814,113,6/17/2020
0001,ST1,N34-03-A,ST13411GRN,MIXX NEXT GRANITE W/RING ADAPTER,12,7018960022,61.872,FT3,225.360,KG,3510,,0,PAL,1001181887,76,7/24/2020
0001,ST1,N34-03-B,CF03501GRN,PIPA GRANITE W/BASE,12,7018760029,72.468,FT3,170.400,KG,3510,,0,PAL,1001173032,83,7/17/2020
0001,ST1,N34-04-A,ST13404BKA,MIXX NEXT BKA W/RING ADAPTER,12,7018050024,0.852,FT3,221.760,KG,3510,,0,PAL,1001136365,113,6/17/2020
0001,ST1,N34-04-B,CF08501BIR,PIPA LITE LX BIRCH W/BASE&2ND INSERT,12,7019780018,70.200,FT3,166.080,KG,3510,,0,PAL,1001263253,24,9/14/2020
0001,ST1,N35-03-A,ST10508THR,MIXX 2019 THREADED W/RING ADAPTER,12,7013920024,69.912,FT3,216,KG,3510,,0,PAL,1000876014,353,10/21/2019
0001,ST1,N35-03-B,ST09401FRT,PEPP NEXT FROST W/AD&SY,12,7017840025,65.172,FT3,149.760,KG,3510,,0,PAL,1001133650,114,6/16/2020
,ST1,N35-04-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
,ST1,N35-04-B,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
0001,ST1,N36-03-A,ST13404BKA,MIXX NEXT BKA W/RING ADAPTER,12,7018050025,0.852,FT3,221.760,KG,3510,,0,PAL,1001136443,113,6/17/2020
0001,ST1,N36-03-B,ST10501HCV,MIXX VERONA W/RING ADAPTER,12,7015020004,69.924,FT3,215.280,KG,3510,,0,PAL,1001153975,100,11/6/2019
0001,ST1,N36-04-A,ST12001FRT,TRIV FROST W/AD&RC,12,7015700028,63.960,FT3,179.400,KG,3510,,0,PAL,1001017156,223,2/28/2020
0001,ST1,N36-04-B,CF08508600CVR,PIPA LITE R CAVIAR W/BASE,12,7019440015,72.468,FT3,172.800,KG,3510,,0,PAL,1001222330,50,8/19/2020
,ST1,N37-03-A,<<empty>>,,0.000,,0.000,,0.000,,,,0.000,,0,0,
